rna,Exomere_2D_S4,Exomere_2D_S5,Exomere_2D_S6,sEVp_2D_S1,sEVp_2D_S2,sEVp_2D_S3,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,Exomere_3D_S13,Exomere_3D_S14,Exomere_3D_S15,sEVp_3D_S10,sEVp_3D_S11,sEVp_3D_S12,Supermere_3D_S17,Supermere_3D_S18,Exomere_FPLC_S19,Exomere_FPLC_S20,Exomere_FPLC_S21,Exomere_FPLC_S22,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,NV_3D_W_S9,NV_3D_W_S10,NV_3D_W_S11,NV_3D_W_S12,sEV_3D_W_S1,sEV_3D_W_S2,sEV_3D_W_S3,sEV_3D_W_S4,hEV_3D_W_S5,hEV_3D_W_S6,hEV_3D_W_S7,hEV_3D_W_S8
AL732366.1:ENSG00000201592.1,5.125362711,8.391560272,2.199888188,9.130065379,5.256575504,12.25686375,9.304264472,5.917899164,2.475180744,1.435837793,0.4302574,0,5.630226325,6.258016471,2.739154498,0.309274518,0,0.077520738,11.56373466,6.658890056,0.728521394,0,0.251979996,0.317412272,0,0,0.503278904,0.472893756,0.823323452,0.115481089,0,0,0.137687546,0,0,0,0
SNORD110:ENSG00000221116.1,0,0.671324822,0.46882863,12.86206291,14.12704667,23.52327387,0.457586777,0,0,0,1.452118725,0,11.64608459,4.645125628,2.883320524,0,0,0,4.647108321,3.557489208,2.029452455,0,0,0,0,0.125906313,0.041939909,1.208506266,0.509676423,0.404183811,0.426472286,1.684631294,0.68843773,0,0,0,0
SNORA71B:ENSG00000235408.5,1.57703468,1.006987233,0.144254963,7.064138176,4.928039535,6.80936875,0.991438018,2.351985565,0.09900723,7.418495266,1.021861325,1.544142001,15.4252776,9.032188721,5.153935437,0,0.035907911,4.418682064,6.268192619,4.743318944,7.597437395,0.247356761,0.251979996,0.952236817,0,0.062953156,0.083879817,0.367806255,0.431264665,0.173221633,0.213236143,0,0.33045011,0,0,0,0.445460457
SNORD25:ENSG00000275043.1,0.112645334,0.419578014,0.216382445,15.66106105,12.77183579,26.24702137,0,0,0.049503615,1.675144092,1.18320785,0,4.858962445,9.032188721,5.153935437,0,0,0.038760369,1.188795152,1.641918096,0.988707606,0,0.251979996,0,0,0,0.041939909,0.105087501,0.078411757,0,0.213236143,0,0.385525129,0,0,0,0
SNORD56:ENSG00000229686.1,0.281613336,0,0.288509926,6.464352859,10.51315101,18.81861909,0.076264463,0,0,1.675144092,1.559683075,0,4.010572177,12.29022822,5.045810917,0,0,0,7.889276916,9.212984872,2.757973849,0,0.251979996,0.634824545,0,0,0,0.367806255,0.039205879,0,0,0.336926259,0.220300073,0,0,0,0
SNORD16:ENSG00000199673.1,0.337936003,0.167831205,0.216382445,2.332498454,4.476302577,4.209427955,0.53385124,0.379352511,0,1.196531495,0.914296975,3.216962503,19.35872339,11.70958752,8.073297468,0,0,0,7.889276916,5.92914868,1.248893818,0.06183919,0,0.952236817,0.14795458,0.283289204,0.377459178,2.31192503,1.685852782,0.288702722,0.053309036,0.505389388,0.302912601,0.149482412,0.133124948,0.0484796,0
SNORD14D:ENSG00000207118.1,8.11046407,6.46150141,4.327648894,10.39627883,10.88275397,19.93287943,2.592991738,1.44153954,1.782130136,0,0.699168275,0,2.31379164,1.322570491,0.973120677,0,0,2.325622139,5.511686613,1.733135768,0.156111727,0,0,0.190447363,0.14795458,0,0,0.157631252,0.039205879,0.577405444,0.319854215,0.786161271,0.220300073,0,0.133124948,0.0969592,0.148486819
SNORA63:ENSG00000200320.1,0.450581337,0.839156027,0.613083593,6.730924111,8.295533217,10.15214977,0,0,0,5.025432277,0.53782175,0,11.41470543,5.774149218,5.730599542,0,0,3.255870994,8.537710636,6.932543072,4.839463546,0.06183919,0,0.063482454,0,0.031476578,0,0.472893756,0.784117573,0.577405444,0.213236143,0.561543765,0.66090022,0,0,0,0.519703867
SNORD14E:ENSG00000200879.1,1.126453343,0.92307163,1.514677113,13.52849104,7.392059302,11.39021682,0,0,0.09900723,0.239306299,0.4302574,0,3.547813849,1.903211195,1.405618756,0,0,2.519423984,22.80325246,8.483243496,3.174271788,0,0,0,0,0.629531565,5.074728949,1.261050016,0.744911694,0.057740544,0.159927107,0.056154376,0.137687546,0.298964823,0,0.0484796,0
SNORD58C:ENSG00000202093.1,0.112645334,0.083915603,0.252446186,14.52813323,12.07369686,39.98956557,0.381322314,0,0.445532534,0,0.6453861,0,2.082412476,2.064500279,1.15332821,0,0,0.232562214,1.729156584,0.364870688,1.040744849,0,0,0,0,0.031476578,0.125819726,0,0.078411757,0.346443266,0.053309036,0.393080635,0.771050257,0,0.133124948,0,0
SNORD35A:ENSG00000200259.1,1.858648016,2.349636876,0.144254963,10.86277852,12.07369686,24.32801744,2.211669424,0.303482008,0.445532534,3.110981886,6.830336223,5.962103839,1.773906924,1.387086125,1.333535742,0,0,0,0.540361433,1.733135768,0,0.309195951,1.133909981,0.761789454,1.331591217,0,0,0.052543751,0,0,0,0,0.137687546,0,0,0,0.371217048
SNORA8:ENSG00000207304.1,0,0.335662411,0.072127482,3.598711901,4.270967597,6.995078807,0,0,0,1.196531495,1.828593949,0,3.702066625,1.548375209,0.93707917,0,0,1.51165439,1.080722865,6.202801696,1.457042788,0,0.125989998,0,0,2.769938886,4.361750501,11.87488765,11.05605778,0,2.452215646,0.673852518,1.046425349,0.112111809,0.066562474,0,0.07424341
SNORA46:ENSG00000207493.1,0,0,0.360637408,3.065569397,3.49069467,2.228520682,0,0,0,9.811558255,11.8320785,5.232925671,2.853676357,3.354812953,3.099569563,0,0.789974052,8.75984339,4.755180607,2.73653016,4.735389061,0.494713522,1.763859971,3.618499905,3.846819073,0.125906313,0.041939909,0.052543751,0.235235272,0.230962177,0.159927107,0,0.192762564,0,0,0.0969592,0.07424341
SNORD13:ENSG00000239039.1,1.689680015,1.678312054,0.46882863,9.063422566,7.966997248,34.66587728,0.457586777,0.227611506,0.148510845,3.110981886,2.312633524,4.289283337,2.31379164,1.258054858,0.648747118,0,0,0,3.890602315,0.91217672,0.416297939,0.556552712,0.62994999,0.698306999,0.887727478,0,0.125819726,0.210175003,0.039205879,0,0.213236143,0.112308753,0.192762564,0,0.066562474,0,0
SNORA73B:ENSG00000200087.1,0,0,0.180318704,5.198139413,3.449627674,6.747465398,0,0,0,1.435837793,0,3.602998003,5.553099937,12.45151731,7.028093778,0.123709807,0,0.38760369,16.10277069,2.189224128,2.081489697,0,0,0.380894727,0,0.062953156,0.251639452,0.315262504,0.274441151,0.346443266,0.213236143,0.449235012,0.413062638,0,0.066562474,0,0.148486819
SNORD28:ENSG00000274544.1,1.351744012,0.671324822,1.009784742,13.52849104,8.747270174,34.04684375,0.152528926,0.151741004,0.09900723,3.350288185,0,0,1.773906924,1.290312674,0.720830131,0,0,0,11.67180694,1.459482752,0,0,1.385889977,0,0,0,0,0,0.196029393,0,0.37316325,0.168463129,0.413062638,0,0.066562474,0,0.07424341
SNORD45A:ENSG00000207241.1,0,1.258734041,0.252446186,12.26227759,11.45769192,25.99940796,0,0,0.19801446,0,0.053782175,0,2.930802745,2.419336264,2.018324367,0,0,1.782976973,8.861927495,1.094612064,0.936670364,0,0,0,0,0,0,0,0,0,0.266545179,0.112308753,0.991350331,0,0,0,0.07424341
SNORD12B:ENSG00000222365.1,0.563226672,0.587409219,0.036063741,4.131854405,15.03052058,29.8374158,0.152528926,0,0,0,0,2.401998669,3.085055521,2.903203517,1.802075328,0,0,0.736447011,3.242168596,0.91217672,0.260186212,0,0,0,0,0.031476578,0,0,0.156823515,0.173221633,0.053309036,0.280771882,0.715975239,0,0.133124948,0.0484796,0.371217048
SNORD49A:ENSG00000277370.1,0.112645334,1.006987233,0.180318704,10.72949289,6.57071938,17.51864869,0,0,0,0,0,3.94614067,5.553099937,4.999961613,3.063528057,0,0,1.627935497,4.106746888,2.73653016,0.520372424,0,0,0.126964909,0,0.062953156,0.251639452,0,0.156823515,0.173221633,0.639708429,0.9546244,1.514563005,0.074741206,0.133124948,0.0484796,0.148486819
AL078612.1:ENSG00000212551.2,0.056322667,0.167831205,0.072127482,2.732355332,2.669354748,1.857100568,0.076264463,0,0.09900723,0.478612598,0.32269305,0.643392501,0.462758328,0.258062535,0.180207533,0,0,0.077520738,1.080722865,0.273653016,0.156111727,0.06183919,0,0,0,4.564103846,30.11285442,4.62385006,2.352352719,0.115481089,0.106618072,0,0.082612528,0.037370603,0,0,0.222730229
SNORD100:ENSG00000221500.1,0.056322667,0,0.072127482,9.863136321,5.749379457,14.23777102,0,0,0,0,0,0,0.77126388,0.838703238,0.93707917,0,0,1.627935497,29.50373422,16.96648699,3.174271788,0.865748664,1.385889977,0.126964909,0.14795458,0,0,0,0.156823515,0,0.319854215,0.056154376,0.826125276,0.037370603,0,0,0.445460457
SNORD83B:ENSG00000209480.1,4.055232035,3.69228652,1.83925078,3.998568779,4.928039535,8.41885591,1.06770248,1.365669038,0.990072298,1.196531495,0,0,7.866891577,3.806422389,2.126448887,0,0.035907911,3.178350256,13.50903582,4.925754288,2.13352694,0.247356761,0,0,0,0.031476578,0.209699543,0.73561251,0.156823515,0.461924355,0.479781322,0.112308753,0.220300073,0.112111809,0,0,0.148486819
SNORD37:ENSG00000206775.1,0,0.92307163,1.586804595,7.064138176,3.942431628,21.10904313,0.305057852,0,0.049503615,0,0.053782175,0,4.550456893,9.096704354,4.577271332,0,0,0.038760369,1.188795152,2.371659472,0.884633121,0,0,0.825271908,0,0,0,0.315262504,0.078411757,0.173221633,0,0,0,0.037370603,0.133124948,0,0
SNORD51:ENSG00000207047.2,0,0,0.144254963,10.86277852,9.240074128,26.55653813,0,0,0,0.717918897,0.32269305,0,3.007929133,2.77417225,2.811237511,0,0,2.131820294,1.513012011,0.91217672,0.572409667,0,0,0,0,0.031476578,0,0,0,0.115481089,0.106618072,0.280771882,0.357987619,0.037370603,0.066562474,0,0.148486819
SNORD99:ENSG00000221539.1,0.450581337,1.510480849,2.524461855,2.46578408,1.889081822,10.09024642,1.982876035,1.062187029,0.346525304,0.957225196,0,0,3.779193013,2.580625349,2.018324367,0,0.179539557,1.666695866,21.29024045,7.29741376,6.452618061,0,0.125989998,0.063482454,0,0.031476578,0.251639452,0.420350005,0.431264665,0,2.132361431,0.786161271,0.192762564,0,0,0,0.07424341
SNORD52:ENSG00000201754.1,4.618458707,2.517468082,0.288509926,9.729850695,7.556327287,18.07577886,0.076264463,3.490043097,0,1.914450391,2.420197874,0,3.933445789,1.161281407,0.901037664,0,0,2.480663615,4.322891461,0.182435344,0.572409667,0,0,0,0,0,0,0,0,0.057740544,0.266545179,1.010778776,0.082612528,0.074741206,0,0.0484796,0.668190686
SNORD14B:ENSG00000201403.1,1.633357347,0.671324822,1.298294668,1.932641576,3.038957713,5.447495,0.457586777,0.379352511,0.346525304,0,0,0,3.856319401,1.999984645,1.15332821,0,0,4.767525385,22.80325246,7.844719792,3.018160061,0,0,0.063482454,0,0.629531565,4.990849131,0.893243762,1.019352845,0.115481089,0.213236143,0,0.110150037,0.298964823,0,0,0
SNORA65:ENSG00000201302.1,0,0,0.396701149,3.532069088,3.654962655,3.466587728,0,0.606964017,0.297021689,0.478612598,0,5.232925671,3.470687461,7.225750976,3.568109149,0,0,7.093147523,0.540361433,0.364870688,1.196856576,0,0,0,0,0.598054987,0.503278904,2.417012532,3.058058535,0,0.479781322,0,0,0,0,0.0484796,0.07424341
