lipid,sEVp_2D_S1,sEVp_2D_S2,sEVp_2D_S3,Exomere_2D_S4,Exomere_2D_S5,Exomere_2D_S6,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,sEVp_3D_S10,sEVp_3D_S11,sEVp_3D_S12,Exomere_3D_S13,Exomere_3D_S14,Exomere_3D_S15,Supermere_3D_S16,Supermere_3D_S17,Supermere_3D_S18,Exomere_FPLC_S19,Exomere_FPLC_S20,Exomere_FPLC_S21,Exomere_FPLC_S22,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,sEV_3D_W_S1,sEV_3D_W_S2,sEV_3D_W_S3,sEV_3D_W_S4,hEV_3D_W_S5,hEV_3D_W_S6,hEV_3D_W_S7,hEV_3D_W_S8,NV_3D_W_S9,NV_3D_W_S10,NV_3D_W_S11,NV_3D_W_S12
LDGTS,7.177910121,7.109025355,7.046144114,7.133669209,7.113319391,6.923579923,6.907386743,7.156853202,7.08171443,6.997256295,7.021073017,7.014247528,7.06979219,6.945098489,6.959397988,6.972665962,6.999027917,6.871133808,6.992993554,6.943131644,6.87557071,6.926209565,7.004278888,6.972959231,6.970522047,6.964707133,7.028765625,6.936149667,6.576004497,6.984728257,6.84251844,6.983620875,7.050241634,6.885068029,6.923005091,6.842054224,6.860579168,6.962633526
LPA,7.828157068,7.875369914,7.892103428,7.907620551,7.892861718,7.821894237,7.843320208,7.867933288,7.859664328,7.850792345,7.850265561,7.877733243,7.874436873,7.887024371,7.870380967,7.832840236,7.840473464,7.863168825,7.839960676,7.802237694,7.815165179,7.844775308,7.814009208,7.811955417,7.814194018,7.820462963,7.811001634,7.839575285,7.500500115,7.700373467,7.741622659,7.785900202,7.804009581,7.656885861,7.82333023,7.798837504,7.825961722,7.834381386
LPC,9.940138073,9.911341099,9.953369288,9.139759882,9.076196757,9.209724541,8.916087067,8.989887763,8.963356565,9.18104338,9.577991507,9.59909378,9.008608614,8.952528285,8.990597772,8.937659581,8.972074277,8.935835654,9.057025141,9.079821106,9.105307276,8.987226323,8.91657423,8.951357773,8.91222107,8.915807458,9.144301958,9.339820545,8.962225307,9.043399987,8.969303135,8.98397258,9.006456257,8.929428152,8.952414653,8.872020337,8.883667661,8.947462454
LPE,9.626094082,9.368084471,9.328919705,8.846267794,8.829610815,9.052923154,8.657631749,8.684117532,8.685114886,8.805502846,8.971426901,8.993016114,8.717038299,8.704046129,8.704144976,8.644836772,8.663190844,8.643132521,8.776753709,8.697201097,8.894967402,8.68790276,8.648134724,8.651903703,8.654831876,8.650739134,8.732364168,8.895806675,8.698299926,8.725650891,8.675224884,8.673224941,8.640490259,8.620957739,8.842418895,8.631037306,8.625375287,8.639804064
LPG,6.753034214,6.500176213,6.530221861,6.689564831,6.720500483,6.911482489,6.673187309,6.661022668,6.676095334,6.623128395,6.608362661,6.58828863,6.568329646,6.582796383,6.564169478,6.547032326,6.528261166,6.567728202,6.602854566,6.672754993,6.483321076,6.440718486,6.419500739,6.553497085,6.48249341,6.453322163,6.492216133,6.543952631,6.142689426,6.299687037,6.378937798,6.636258552,6.693211556,6.298655307,6.56325403,6.329439171,6.478216899,6.443321046
LPS,7.620498971,7.657594417,7.501670885,6.896968554,6.895701212,6.884122337,6.77577416,6.800407808,6.819681638,6.970928553,7.228131947,7.3745488,6.822142047,6.801189117,6.776503382,6.697364494,6.669961891,6.710097555,6.755701027,6.94434486,6.876315488,6.656115075,6.522197803,6.632841609,6.609553432,6.598692369,7.048968193,7.29359531,6.272614752,6.624603314,6.596853529,6.719689598,6.754827783,6.463228054,6.670872344,6.456185141,6.56387462,6.550309699
MG,8.719200463,8.717957138,8.627637258,8.428864479,8.404262047,8.288734827,8.298816064,8.293214854,8.306513469,8.320036242,8.470435328,8.481278142,8.269543743,8.2209963,8.294197513,8.203432706,8.190636687,8.163766493,8.382689593,8.251269929,8.266034356,8.192934611,8.183150591,8.174551896,8.175820563,8.221047442,8.766126501,9.188264402,8.425860253,8.637918938,8.661786368,8.867782257,8.920514551,8.837571468,8.409616539,8.241078067,8.252536626,8.274921441
MGDG,10.1358965,10.15129786,10.13250709,9.558854798,9.469813949,9.216542736,7.877499432,8.255109679,8.489641475,9.500834196,9.950566533,9.967298544,8.871893736,8.659968809,8.884428996,7.798672995,7.822739572,7.755669058,9.190939538,8.938708436,9.280521582,8.551969473,8.586983089,8.074873034,8.37484829,8.822261566,8.887699224,9.436492483,9.070389727,8.667063795,8.716880617,8.886050575,8.851702063,8.853741579,8.752513678,8.653051873,8.959648954,9.085291942
NAE,9.030297733,8.869829863,8.928153482,9.01643065,8.965321391,8.964707296,8.882645277,9.058512158,8.981194115,8.912482119,8.949572483,8.869252648,8.878293573,8.892951168,8.98490598,9.014761852,9.131229147,9.736258764,9.348721441,9.154451733,9.367034239,9.224684574,9.501815952,9.526867288,9.471678357,9.164327909,8.987562171,8.860098817,8.967685311,9.090819288,9.269044968,9.197592027,9.223358316,9.122960829,9.196612835,9.201006493,9.208318737,9.295787088
NAGly,7.371644315,7.340022744,7.365607886,7.311488013,7.280596329,7.158926708,7.307230909,7.257969599,7.255271443,7.336267321,7.273129063,7.272360476,7.264593986,7.266571518,7.367955858,7.25391655,7.318813828,7.247867109,7.26411249,7.35365446,7.280671638,7.296951094,7.121174619,7.284882796,7.281546237,7.269041128,7.278242067,7.123687264,7.183307889,7.241466836,7.269428225,7.350396816,7.312800266,7.2683183,7.323995211,7.356956068,7.360706743,7.366191346
NAGlySer,5.994508957,6.23309007,6.29394476,6.195549033,6.185950477,5.691957158,6.190257441,6.229335702,6.223891636,6.203189869,6.138902715,6.225342887,6.187901267,6.230959301,6.283357321,6.130622237,6.173780757,6.070628844,6.098502514,6.182384405,6.233722375,6.087916936,6.188458235,6.199872235,6.075062033,6.212893625,6.227076208,6.082271091,6.115720985,6.269080536,6.20090109,6.34063207,6.354852444,6.254383222,6.206768416,6.321149407,6.309096125,6.259314532
